id,target_prot,seqid,fam_cluster,padloc_system,padloc_gene,deffinder_system,deffinder_gene,start,end,rel_start,rel_end,strand,flip_strand,product,locus_tag,assembly_accession,species_taxid,kingdom,phylum,class,order,family,genus,species,linecolor,fillcolor
WP_003681791.1,WP_234446804.1,NZ_CP067088.1,30,,,,,854613,855575,13800,14762,+,+,50S ribosomal protein L11 methyltransferase,JIO03_RS04210,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[35.21057706279159, 89.55453926543744, 98.55545978879034, 255]","[70.42115412558319, 179.10907853087488, 197.1109195775807, 255]"
WP_069776171.1,WP_234446804.1,NZ_CP067088.1,13,,,,,855575,856324,14762,15511,+,+,16S rRNA (uracil(1498)-N(3))-methyltransferase,JIO03_RS04215,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[87.81534216145823, 118.39882847743232, 92.79455668748746, 255]","[175.63068432291647, 236.79765695486464, 185.58911337497491, 255]"
WP_003681789.1,WP_234446804.1,NZ_CP067088.1,24,,,,,856384,856725,15571,15912,+,+,hypothetical protein,JIO03_RS04220,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[47.994265433747856, 101.21748091215075, 99.81895406954834, 255]","[95.98853086749571, 202.4349618243015, 199.63790813909668, 255]"
WP_021349564.1,WP_234446804.1,NZ_CP067088.1,28,,,,,856741,858975,15928,18162,+,+,bifunctional (p)ppGpp synthetase/guanosine-3'%2C5'-bis(diphosphate) 3'-pyrophosphohydrolase,JIO03_RS04225,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[86.51981009519115, 118.5464480546438, 93.40713376634228, 255]","[173.0396201903823, 237.0928961092876, 186.81426753268457, 255]"
WP_003681786.1,WP_234446804.1,NZ_CP067088.1,37,,,,,858985,859422,18172,18609,+,+,D-aminoacyl-tRNA deacylase,JIO03_RS04230,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[83.87179767491796, 118.64624395821923, 94.55208509887964, 255]","[167.7435953498359, 237.29248791643846, 189.1041701977593, 255]"
WP_200548681.1,WP_234446804.1,NZ_CP067088.1,65,,,,,859729,860217,18916,19404,+,+,transcriptional regulator,JIO03_RS04235,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[87.16994281051022, 118.48076201708204, 93.1041697287325, 255]","[174.33988562102044, 236.96152403416409, 186.208339457465, 255]"
WP_168183461.1,WP_234446804.1,NZ_CP067088.1,14,,,,,860566,861762,19753,20949,+,+,PLP-dependent aspartate aminotransferase family protein,JIO03_RS04240,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[83.1978933798467, 118.63035908335542, 94.82149985649531, 255]","[166.3957867596934, 237.26071816671083, 189.64299971299062, 255]"
WP_003681779.1,WP_234446804.1,NZ_CP067088.1,14,,,,,861737,862864,20924,22051,+,+,PLP-dependent aspartate aminotransferase family protein,JIO03_RS04245,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[83.1978933798467, 118.63035908335542, 94.82149985649531, 255]","[166.3957867596934, 237.26071816671083, 189.64299971299062, 255]"
WP_070447009.1,WP_234446804.1,NZ_CP067088.1,27,,,,,863232,864011,22419,23198,+,+,transporter substrate-binding domain-containing protein,JIO03_RS04250,GCF_016617695.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[70.25107411099374, 115.54543128352904, 98.50104274068812, 255]","[140.50214822198748, 231.09086256705808, 197.00208548137624, 255]"
WP_054173441.1,WP_253196413.1,NZ_CP065522.1,27,,,,,1226489,1227268,23284,24063,-,+,transporter substrate-binding domain-containing protein,I6U31_RS06275,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[70.25107411099374, 115.54543128352904, 98.50104274068812, 255]","[140.50214822198748, 231.09086256705808, 197.00208548137624, 255]"
WP_003681779.1,WP_253196413.1,NZ_CP065522.1,14,,,,,1227637,1228764,21788,22915,-,+,PLP-dependent aspartate aminotransferase family protein,I6U31_RS06280,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[83.1978933798467, 118.63035908335542, 94.82149985649531, 255]","[166.3957867596934, 237.26071816671083, 189.64299971299062, 255]"
WP_216284758.1,WP_253196413.1,NZ_CP065522.1,14,,,,,1228739,1229935,20617,21813,-,+,PLP-dependent aspartate aminotransferase family protein,I6U31_RS06285,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[83.1978933798467, 118.63035908335542, 94.82149985649531, 255]","[166.3957867596934, 237.26071816671083, 189.64299971299062, 255]"
WP_003681784.1,WP_253196413.1,NZ_CP065522.1,65,,,,,1230284,1230772,19780,20268,-,+,transcriptional regulator,I6U31_RS06290,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[87.16994281051022, 118.48076201708204, 93.1041697287325, 255]","[174.33988562102044, 236.96152403416409, 186.208339457465, 255]"
WP_003681786.1,WP_253196413.1,NZ_CP065522.1,37,,,,,1231128,1231565,18987,19424,-,+,D-aminoacyl-tRNA deacylase,I6U31_RS06295,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[83.87179767491796, 118.64624395821923, 94.55208509887964, 255]","[167.7435953498359, 237.29248791643846, 189.1041701977593, 255]"
WP_003681788.1,WP_253196413.1,NZ_CP065522.1,28,,,,,1231575,1233809,16743,18977,-,+,bifunctional (p)ppGpp synthetase/guanosine-3'%2C5'-bis(diphosphate) 3'-pyrophosphohydrolase,I6U31_RS06300,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[86.51981009519115, 118.5464480546438, 93.40713376634228, 255]","[173.0396201903823, 237.0928961092876, 186.81426753268457, 255]"
WP_003681789.1,WP_253196413.1,NZ_CP065522.1,24,,,,,1233825,1234166,16386,16727,-,+,hypothetical protein,I6U31_RS06305,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[47.994265433747856, 101.21748091215075, 99.81895406954834, 255]","[95.98853086749571, 202.4349618243015, 199.63790813909668, 255]"
WP_015638880.1,WP_253196413.1,NZ_CP065522.1,13,,,,,1234226,1234975,15577,16326,-,+,16S rRNA (uracil(1498)-N(3))-methyltransferase,I6U31_RS06310,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[87.81534216145823, 118.39882847743232, 92.79455668748746, 255]","[175.63068432291647, 236.79765695486464, 185.58911337497491, 255]"
WP_003681791.1,WP_253196413.1,NZ_CP065522.1,30,,,,,1234975,1235937,14615,15577,-,+,50S ribosomal protein L11 methyltransferase,I6U31_RS06315,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[35.21057706279159, 89.55453926543744, 98.55545978879034, 255]","[70.42115412558319, 179.10907853087488, 197.1109195775807, 255]"
WP_031274857.1,WP_253196413.1,NZ_CP065522.1,26,,,,,1235993,1236286,14266,14559,-,+,hypothetical protein,I6U31_RS06320,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[45.44812056409533, 31.78029879014361, 92.92685966923577, 255]","[90.89624112819067, 63.56059758028722, 185.85371933847154, 255]"
WP_200548525.1,WP_253196413.1,NZ_CP065522.1,5,,,,,1236773,1238023,12529,13779,-,+,RNA-guided endonuclease TnpB family protein,I6U31_RS06325,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[44.42318975199889, 98.16164036695504, 99.5903323422451, 255]","[88.84637950399778, 196.32328073391008, 199.1806646844902, 255]"
WP_216284759.1,WP_253196413.1,NZ_CP065522.1,9,,,,,1238097,1238552,12000,12455,+,-,IS200/IS605 family transposase,I6U31_RS06330,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[38.47151297410953, 53.19547935794847, 95.95040928271898, 255]","[76.94302594821906, 106.39095871589694, 191.90081856543796, 255]"
WP_012391154.1,WP_253196413.1,NZ_CP065522.1,20,,,,,1238884,1239837,10715,11668,+,-,L-lactate dehydrogenase,I6U31_RS06335,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[114.42566851993624, 94.84783693217737, 69.52768584553274, 255]","[228.85133703987248, 189.69567386435475, 139.0553716910655, 255]"
WP_253196410.1,WP_253196413.1,NZ_CP065522.1,21,,,,,1240025,1240678,9874,10527,-,+,hypothetical protein,I6U31_RS06340,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[32.43988344327098, 68.38958154600219, 97.08994647594845, 255]","[64.87976688654196, 136.77916309200438, 194.1798929518969, 255]"
WP_216284760.1,WP_253196413.1,NZ_CP065522.1,23,,,,,1240921,1241151,9401,9631,+,-,hypothetical protein,I6U31_RS06345,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[68.71739003128884, 114.87681608958442, 98.77168415084817, 255]","[137.4347800625777, 229.75363217916885, 197.54336830169635, 255]"
WP_216284762.1,WP_253196413.1,NZ_CP065522.1,2,cas_type_other,Csn2,CAS_Class2-Subtype-II-A,csn2_II-A_6,1243043,1243714,6838,7509,-,+,type II-A CRISPR-associated protein Csn2,I6U31_RS06360,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[0, 0, 0, 255]","[156.6936756617153, 236.12111077786028, 193.0341998905749, 255]"
WP_114806564.1,WP_253196413.1,NZ_CP065522.1,3,cas_type_other,Cas2,CAS_Class2-Subtype-II-A,cas2_I_II_III_IV_V_VI_11,1243711,1244016,6536,6841,-,+,CRISPR-associated endonuclease Cas2,I6U31_RS06365,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[0, 0, 0, 255]","[100.62703781392865, 30.29656754082209, 179.51542666149774, 255]"
WP_253196411.1,WP_253196413.1,NZ_CP065522.1,1,cas_type_other,Cas1_II,CAS_Class2-Subtype-II-A,cas1_I_II_III_IV_V_VI_5,1243994,1244722,5830,6558,-,+,type II CRISPR-associated endonuclease Cas1,I6U31_RS06370,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[0, 0, 0, 255]","[204.49667191062449, 99.6717190113312, 75.89646796575155, 255]"
WP_003688751.1,WP_253196413.1,NZ_CP065522.1,,,,,,1244711,1244998,5554,5841,+,-,transposase,I6U31_RS06375,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_216284763.1,WP_253196413.1,NZ_CP065522.1,48,,,,,1245022,1245900,4652,5530,+,-,IS3 family transposase,I6U31_RS06380,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[35.21057706279159, 89.55453926543744, 98.55545978879034, 255]","[70.42115412558319, 179.10907853087488, 197.1109195775807, 255]"
WP_253196412.1,WP_253196413.1,NZ_CP065522.1,1,cas_type_other,Cas1,,,1245886,1246221,4331,4666,-,+,CRISPR-associated endonuclease Cas1,I6U31_RS06385,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[0, 0, 0, 255]","[204.49667191062449, 99.6717190113312, 75.89646796575155, 255]"
WP_253196413.1,WP_253196413.1,NZ_CP065522.1,0,cas_type_other,Cas9,CAS_Class2-Subtype-II-A,cas9_II-A_1,1246416,1250552,0,4136,-,+,type II CRISPR RNA-guided endonuclease Cas9,I6U31_RS06390,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[0, 0, 0, 255]","[201.36333332764525, 89.32648283598287, 69.03443619229839, 255]"
WP_216284765.1,WP_253196413.1,NZ_CP065522.1,7,,,,,1250819,1252786,-2234,-267,-,+,hypothetical protein,I6U31_RS06395,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[75.46964627440586, 117.3744886305716, 97.33528625349952, 255]","[150.93929254881172, 234.7489772611432, 194.67057250699904, 255]"
WP_070446998.1,WP_253196413.1,NZ_CP065522.1,18,,,,,1253231,1254016,-3464,-2679,+,-,hydroxyethylthiazole kinase,I6U31_RS06400,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[38.8546940418619, 52.12004723716061, 95.83298549799802, 255]","[77.7093880837238, 104.24009447432122, 191.66597099599605, 255]"
WP_216284766.1,WP_253196413.1,NZ_CP065522.1,4,,,,,1254018,1254815,-4263,-3466,+,-,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,I6U31_RS06405,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[113.55458853929483, 96.45516768831553, 70.71994173459358, 255]","[227.10917707858965, 192.91033537663105, 141.43988346918715, 255]"
WP_216284767.1,WP_253196413.1,NZ_CP065522.1,15,,,,,1254980,1255621,-5069,-4428,+,-,thiamine phosphate synthase,I6U31_RS06410,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[97.50717223500317, 114.90848647205591, 86.95687033773437, 255]","[195.01434447000634, 229.81697294411182, 173.91374067546874, 255]"
WP_003681822.1,WP_253196413.1,NZ_CP065522.1,4,,,,,1255683,1256495,-5943,-5131,-,+,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,I6U31_RS06415,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[113.55458853929483, 96.45516768831553, 70.71994173459358, 255]","[227.10917707858965, 192.91033537663105, 141.43988346918715, 255]"
WP_223209122.1,WP_253196413.1,NZ_CP065522.1,6,,,,,1256510,1256941,-6389,-5958,-,+,phosphate-starvation-inducible protein PsiE,I6U31_RS06420,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[100.84144788848097, 112.56801838642647, 84.35374322802248, 255]","[201.68289577696194, 225.13603677285295, 168.70748645604496, 255]"
WP_253196414.1,WP_253196413.1,NZ_CP065522.1,,,,,,1257085,1257372,-6820,-6533,-,+,CPBP family glutamic-type intramembrane protease,I6U31_RS06425,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_003681828.1,WP_253196413.1,NZ_CP065522.1,8,,,,,1257566,1258087,-7535,-7014,-,+,peptide-methionine (S)-S-oxide reductase MsrA,I6U31_RS06430,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[38.8546940418619, 52.12004723716061, 95.83298549799802, 255]","[77.7093880837238, 104.24009447432122, 191.66597099599605, 255]"
WP_003681830.1,WP_253196413.1,NZ_CP065522.1,12,,,,,1258100,1258948,-8396,-7548,-,+,MetQ/NlpA family ABC transporter substrate-binding protein,I6U31_RS06435,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[28.969630186921364, 75.64884471295056, 97.18879583456662, 255]","[57.93926037384273, 151.29768942590113, 194.37759166913324, 255]"
WP_015638869.1,WP_253196413.1,NZ_CP065522.1,,,,,,1259038,1259178,-8626,-8486,-,+,hypothetical protein,I6U31_RS06440,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_041812726.1,WP_253196413.1,NZ_CP065522.1,8,,,,,1259482,1260021,-9469,-8930,-,+,peptide-methionine (S)-S-oxide reductase MsrA,I6U31_RS06445,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[38.8546940418619, 52.12004723716061, 95.83298549799802, 255]","[77.7093880837238, 104.24009447432122, 191.66597099599605, 255]"
WP_003685094.1,WP_253196413.1,NZ_CP065522.1,11,,,,,1260196,1260876,-10324,-9644,+,-,DUF554 domain-containing protein,I6U31_RS06450,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[98.2947127096455, 36.77689093569376, 29.322333998038154, 255]","[196.589425419291, 73.55378187138751, 58.64466799607631, 255]"
WP_152729321.1,WP_253196413.1,NZ_CP065522.1,10,,,,,1260886,1261488,-10936,-10334,+,-,cadmium resistance transporter,I6U31_RS06455,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[35.325083463359285, 61.532460035453816, 96.7070759811814, 255]","[70.65016692671857, 123.06492007090763, 193.4141519623628, 255]"
WP_216284768.1,WP_253196413.1,NZ_CP065522.1,5,,,,,1261728,1262978,-12426,-11176,-,+,RNA-guided endonuclease TnpB family protein,I6U31_RS06460,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[44.42318975199889, 98.16164036695504, 99.5903323422451, 255]","[88.84637950399778, 196.32328073391008, 199.1806646844902, 255]"
WP_216284769.1,WP_253196413.1,NZ_CP065522.1,9,,,,,1263057,1263509,-12957,-12505,+,-,IS200/IS605 family transposase,I6U31_RS06465,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[38.47151297410953, 53.19547935794847, 95.95040928271898, 255]","[76.94302594821906, 106.39095871589694, 191.90081856543796, 255]"
WP_087908109.1,WP_253196413.1,NZ_CP065522.1,17,,,,,1263799,1264971,-14419,-13247,-,+,cysteine desulfurase family protein,I6U31_RS06470,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[100.84144788848097, 112.56801838642647, 84.35374322802248, 255]","[201.68289577696194, 225.13603677285295, 168.70748645604496, 255]"
WP_253196415.1,WP_253196413.1,NZ_CP065522.1,61,,,,,1265265,1266254,-15702,-14713,+,-,HAMP domain-containing sensor histidine kinase,I6U31_RS06475,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[95.06227421493044, 26.089895503323135, 22.330659708530938, 255]","[190.12454842986088, 52.17979100664627, 44.661319417061875, 255]"
WP_216284770.1,WP_253196413.1,NZ_CP065522.1,,,,,,1266315,1266800,-16248,-15763,+,-,flavodoxin,I6U31_RS06480,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_216284771.1,WP_253196413.1,NZ_CP065522.1,19,,,,,1267210,1268268,-17716,-16658,+,-,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD,I6U31_RS06485,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[81.14754455574219, 118.48448221578323, 95.58908693162896, 255]","[162.29508911148437, 236.96896443156646, 191.1781738632579, 255]"
WP_003681853.1,WP_253196413.1,NZ_CP065522.1,16,,,,,1268268,1268876,-18324,-17716,+,-,riboflavin synthase,I6U31_RS06490,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[42.21611573547356, 42.15729530512139, 94.56077434968991, 255]","[84.43223147094712, 84.31459061024277, 189.12154869937982, 255]"
WP_048340136.1,WP_253196413.1,NZ_CP065522.1,25,,,,,1268863,1270056,-19504,-18311,+,-,bifunctional 3%2C4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II,I6U31_RS06495,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[112.66938820855664, 98.01386433264176, 71.89335459239558, 255]","[225.33877641711328, 196.02772866528352, 143.78670918479116, 255]"
WP_021349417.1,WP_253196413.1,NZ_CP065522.1,34,,,,,1270049,1270519,-19967,-19497,+,-,6%2C7-dimethyl-8-ribityllumazine synthase,I6U31_RS06500,GCF_018884205.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[108.0210101276299, 105.04159259704555, 77.46266722558468, 255]","[216.0420202552598, 210.0831851940911, 154.92533445116936, 255]"
AXH06880.1,AXH06898.1,CP031195.1,16,,,,,319912,320520,-19655,-19047,-,-,riboflavin synthase,BGV76_01720,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[42.21611573547356, 42.15729530512139, 94.56077434968991, 255]","[84.43223147094712, 84.31459061024277, 189.12154869937982, 255]"
AXH06881.1,AXH06898.1,CP031195.1,19,,,,,320520,321578,-19047,-17989,-,-,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD,BGV76_01725,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[81.14754455574219, 118.48448221578323, 95.58908693162896, 255]","[162.29508911148437, 236.96896443156646, 191.1781738632579, 255]"
AXH06882.1,AXH06898.1,CP031195.1,61,,,,,322533,323567,-17034,-16000,-,-,sensor histidine kinase,BGV76_01735,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[95.06227421493044, 26.089895503323135, 22.330659708530938, 255]","[190.12454842986088, 52.17979100664627, 44.661319417061875, 255]"
AXH06883.1,AXH06898.1,CP031195.1,,,,,,323560,324123,-16007,-15444,-,-,DNA-binding response regulator,BGV76_01740,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
AXH06884.1,AXH06898.1,CP031195.1,17,,,,,325073,326245,-14494,-13322,+,+,cysteine desulfurase,BGV76_01750,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[100.84144788848097, 112.56801838642647, 84.35374322802248, 255]","[201.68289577696194, 225.13603677285295, 168.70748645604496, 255]"
AXH06885.1,AXH06898.1,CP031195.1,5,,,,,327066,328316,-12501,-11251,+,+,transposase,BGV76_01760,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[44.42318975199889, 98.16164036695504, 99.5903323422451, 255]","[88.84637950399778, 196.32328073391008, 199.1806646844902, 255]"
AXH06886.1,AXH06898.1,CP031195.1,10,,,,,328654,329265,-10913,-10302,-,-,cadmium transporter,BGV76_01765,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[35.325083463359285, 61.532460035453816, 96.7070759811814, 255]","[70.65016692671857, 123.06492007090763, 193.4141519623628, 255]"
AXH06887.1,AXH06898.1,CP031195.1,11,,,,,329266,329946,-10301,-9621,-,-,DUF554 domain-containing protein,BGV76_01770,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[98.2947127096455, 36.77689093569376, 29.322333998038154, 255]","[196.589425419291, 73.55378187138751, 58.64466799607631, 255]"
AXH06888.1,AXH06898.1,CP031195.1,8,,,,,330121,330660,-9446,-8907,+,+,peptide-methionine (S)-S-oxide reductase,BGV76_01775,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[38.8546940418619, 52.12004723716061, 95.83298549799802, 255]","[77.7093880837238, 104.24009447432122, 191.66597099599605, 255]"
AXH06889.1,AXH06898.1,CP031195.1,12,,,,,331194,332042,-8373,-7525,+,+,MetQ/NlpA family ABC transporter substrate-binding protein,BGV76_01780,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[28.969630186921364, 75.64884471295056, 97.18879583456662, 255]","[57.93926037384273, 151.29768942590113, 194.37759166913324, 255]"
